User_ID,Product_ID,Product_Category_1,Purchase
1000022,P00077042,5,7177
1000022,P00280542,11,4570
1000022,P00225842,2,9564
1000023,P00278942,1,15766
1000023,P00004742,6,8481
1000023,P00198042,11,6108
1000023,P00177442,1,15354
1000023,P00000642,1,12015
1000023,P00288942,1,15371
1000023,P00270942,1,19239
1000023,P00345842,2,16137
1000023,P00032042,1,11887
1000023,P00313042,5,5183
1000023,P00112342,13,584
1000023,P00031842,1,7601
1000024,P00346642,8,2230
1000024,P00205642,5,6940
1000024,P00248942,1,15774
1000025,P00206442,1,15361
1000025,P00046742,1,15770
1000025,P00120042,1,18974
1000026,P00043242,5,1848
1000026,P00057242,5,3624
1000026,P00022842,5,5275
1000026,P00252042,5,5356
1000026,P00042242,5,5411
1000026,P00059542,2,9734
1000026,P00346642,8,7814
1000026,P00021242,8,6098
1000026,P00023042,5,5195
1000026,P00144242,5,5220
1000026,P00101342,6,16093
1000026,P00289342,5,3702
1000027,P00281742,5,8696
1000027,P00266642,1,7730
1000027,P00323742,8,9836
1000027,P00116342,2,16500
1000027,P00117142,2,15903
1000028,P00084442,13,758
1000028,P00331542,5,6904
1000028,P00118742,5,8690
1000028,P00178942,5,8624
1000028,P00026042,8,3904
1000029,P00233542,1,19068
1000029,P00127242,1,7963
1000029,P00349942,1,15511
1000029,P00303342,1,11859
1000030,P00051442,8,9735
1000030,P00275642,8,4166
1000030,P00278642,5,6927
1000031,P00117442,5,8596
1000031,P00322042,5,5248
1000031,P00216342,3,10592
1000031,P00329342,5,3482
1000032,P00332342,5,7134
1000033,P00285442,8,7854
1000033,P00111742,15,17391
1000033,P00293742,8,6074
1000033,P00032842,8,6119
1000033,P00216142,1,15333
1000033,P00001642,8,6129
1000033,P00351842,5,5265
1000033,P00145442,8,7888
1000033,P00344242,8,4035
1000033,P00327242,5,5280
1000033,P00241142,8,7909
1000033,P00219242,4,811
1000033,P00057342,4,2846
1000033,P00165742,8,7994
1000033,P00154642,8,3897
1000034,P00192942,5,6996
1000034,P00247042,5,8593
1000034,P00150542,5,6917
1000034,P00347142,5,5329
1000034,P00326742,11,5942
1000034,P00085942,2,15895
1000034,P00330442,5,7165
1000034,P00327842,8,9846
1000034,P00218342,5,8701
1000034,P00259042,5,8757
1000035,P00102542,8,6109
1000035,P00285442,8,6139
1000035,P00121142,8,5897
1000035,P00228242,8,3990
1000035,P00129542,8,6153
1000035,P00309542,5,5319
1000035,P00106742,3,10767
1000036,P00102642,4,2832
1000036,P00127442,1,8066
1000036,P00345642,1,15812
1000036,P00357842,5,6967
1000036,P00115342,5,6922
1000036,P00174442,5,8621
1000036,P00282642,5,7030
1000036,P00150542,5,7172
1000036,P00037142,1,15769
1000036,P00192042,5,6871
1000036,P00197542,5,7171
1000036,P00048742,5,7139
1000036,P00110142,7,16280
1000036,P00120842,8,9894
1000036,P00267742,5,3664
1000036,P00086442,8,7869
1000036,P00331842,16,16866
1000036,P00288642,16,20442
1000036,P00318742,1,11518
1000036,P00028442,1,15285
1000036,P00208342,1,15524
1000036,P00193542,1,19278
1000036,P00277442,1,15445
1000037,P00085242,8,8034
1000039,P00279442,16,12464
1000039,P00351142,1,15319
1000041,P00235242,8,5915
1000041,P00251542,11,6025
1000042,P00046742,1,19433
1000042,P00003242,8,6027
1000042,P00221542,5,7040
1000042,P00142142,1,11965
1000042,P00044442,1,15469
1000042,P00147742,1,11925
1000042,P00030942,4,2826
1000042,P00288042,8,4013
1000042,P00313142,8,5914
1000042,P00195442,5,7176
1000043,P00255842,16,20961
1000044,P00112142,1,19072
1000044,P00120342,5,7179
1000044,P00110542,8,7995
1000044,P00279942,8,4124
1000044,P00303742,8,7772
1000044,P00140742,1,11799
1000044,P00190042,3,13251
1000044,P00316742,4,3524
1000044,P00233542,1,15853
1000044,P00115242,5,1728
1000044,P00338442,1,11693
1000044,P00302842,8,7852
1000044,P00124842,11,1582
1000045,P00066442,5,6950
1000045,P00273442,12,1414
1000045,P00210142,14,4325
1000045,P00212542,8,4028
1000045,P00321742,5,3432
1000045,P00020042,5,3715
1000045,P00051942,5,3540
1000045,P00251342,5,5352
1000045,P00303542,5,1828
1000045,P00228142,5,7159
1000046,P00123142,11,7614
1000046,P00079542,5,1784
1000046,P00103142,1,3978
1000046,P00305542,11,7478
1000047,P00031042,8,8043
1000047,P00260042,5,6912
1000048,P00055642,4,1447
1000048,P00312742,15,4338
1000048,P00010742,1,19352
1000048,P00147742,1,11420
1000048,P00303742,8,5897
1000048,P00223242,5,7048
1000048,P00114942,1,15783
1000048,P00277442,1,11396
1000048,P00183242,5,5180
1000048,P00030842,1,15549
1000048,P00220142,1,11935
1000048,P00130442,3,8091
1000048,P00323042,5,7001
1000048,P00344742,5,1747
1000048,P00182442,5,5252
1000048,P00015342,2,6407
1000048,P00113242,1,15466
1000048,P00288042,8,7781
1000048,P00103042,1,15849
1000048,P00187842,1,11430
1000048,P00162442,1,11404
1000048,P00078542,1,11853
1000048,P0094142,4,1446
1000048,P00324442,11,3101
1000048,P00041642,5,3694
1000048,P00050542,5,3696
1000048,P00006442,5,3580
1000049,P00051442,8,9879
1000049,P00350942,3,10783
1000049,P00000142,3,13353
1000049,P00127242,1,15715
1000049,P00034042,1,11463
1000049,P00143142,8,7763
1000050,P00317942,8,5878
1000050,P00335542,8,5845
1000051,P00361842,15,17271
1000052,P00147942,1,15244
1000052,P00000642,1,19060
1000052,P00037142,1,15772
1000052,P00028042,1,8159
1000053,P00117542,18,3794
1000053,P00120342,5,8637
1000053,P00130742,1,19251
1000053,P00024142,8,10021
1000053,P00127242,1,15734
1000053,P00209742,1,19662
1000053,P00160042,1,19416
1000053,P00042342,8,5996
1000053,P00016542,1,11937
1000053,P00016742,1,15859
1000053,P00227642,1,11723
1000053,P00146142,1,11793
1000053,P00070542,3,13689
1000053,P00129842,6,16306
1000053,P00243942,1,19171
1000053,P00246742,11,1629
1000053,P00310142,5,6931
1000053,P00244142,1,12004
1000053,P00085442,12,1752
1000053,P00190142,3,10766
1000053,P00109242,6,20529
1000053,P00089342,8,9856
1000053,P00288542,8,8000
1000053,P00212242,8,10038
1000053,P00319342,5,8685
1000053,P00302942,8,7796
1000053,P00145942,6,20474
1000053,P00026342,8,7820
1000053,P00148842,6,16477
1000054,P00299842,8,6198
1000054,P00313342,5,5185
1000056,P00102442,8,5980
1000056,P00237542,1,11370
1000056,P00213742,8,9834
1000056,P0099342,5,2012
1000057,P00171542,2,3581
1000057,P00135742,6,12131
1000057,P00350342,1,4290
1000058,P00110742,1,15824
1000058,P00117642,10,23603
1000058,P00114142,8,9940
1000058,P00119142,3,13557
1000058,P00280742,6,16420
1000058,P00271142,5,8842
1000058,P00348242,8,7959
1000058,P00003942,5,6987
1000058,P00282642,5,6855
1000058,P00288642,16,16579
1000058,P00151742,8,5851
1000058,P00244142,1,8147
1000058,P00050642,15,12850
1000059,P00114742,8,5899
1000059,P00113942,8,3993
1000059,P00120942,8,8084
1000059,P00083842,5,7159
1000059,P00148642,6,12014
1000059,P00317842,8,8007
1000059,P00030642,8,6141
1000059,P00273642,8,9695
1000059,P00002542,8,5900
1000059,P00331642,12,1384
1000059,P00331242,12,1432
1000059,P0096442,4,2074
1000059,P00050242,8,7864
1000059,P00131942,7,8784
1000059,P00010742,1,7988
1000060,P00150542,5,2048
1000060,P00132042,13,742
1000061,P00334242,1,15365
1000062,P00013742,5,5234
1000062,P00036842,1,11694
1000062,P00119342,10,23792
1000062,P00182142,1,15654
1000062,P00188942,8,9844
1000062,P00203142,16,16698
1000062,P00320442,6,15957
1000062,P00121642,5,8599
1000062,P00289542,8,8138
1000062,P00329742,6,12422
1000062,P00326642,8,7766
1000062,P00346142,1,15208
1000062,P00336142,5,5284
1000062,P00111442,8,7965
1000062,P00087242,14,11279
1000063,P00234742,8,5881
1000063,P00021742,5,8587
1000063,P00090842,11,7552
1000063,P00214542,8,2226
1000064,P00110942,1,19462
1000065,P00289942,3,13253
1000065,P00147942,1,19420
1000065,P00216142,1,19409
1000065,P00104842,8,9889
1000065,P00113142,1,15628
1000065,P00177942,5,7053
1000066,P00265242,5,8652
1000067,P00118142,8,8088
1000067,P00003642,8,9878
1000067,P00178342,8,7771
1000068,P00289742,8,9938
1000068,P00085042,5,7036
1000068,P00248942,1,11429
1000069,P00184942,1,11715
1000069,P00041542,8,7973
1000070,P00249142,5,7076
1000070,P00284042,8,2304
1000071,P00165442,1,11846
1000071,P00115942,8,7908
1000071,P00278642,5,5223
1000071,P00021742,5,6996
1000072,P00156442,8,7968
1000072,P00318742,1,15426
1000073,P00351142,1,15900
1000073,P00074442,1,11822
1000073,P00047242,1,7802
1000073,P00199042,1,15624
1000073,P00192542,1,15212
1000074,P00351142,1,15581
1000074,P00350042,6,12409
1000075,P00248442,3,13337
1000075,P00172842,3,13667
1000075,P00198142,2,12746
1000075,P00282142,3,5349
1000075,P00166942,2,16187
1000075,P00187742,2,16320
1000075,P00003442,4,2129
1000075,P00060242,3,11055
1000075,P00137642,3,11000
1000075,P00106742,3,10578
1000076,P00126142,8,7909
1000076,P00219842,5,7190
1000076,P00046142,1,15393
1000076,P00338442,1,11867
1000076,P00328142,8,5973
1000077,P00255542,5,6909
1000077,P00250842,8,6144
1000077,P00260142,5,5432
1000078,P0097142,12,1720
1000078,P00209842,5,6852
1000078,P00212942,5,7061
1000078,P00283942,5,6868
1000078,P00303242,5,8598
1000078,P00170442,5,3624
1000078,P00045842,5,6986
1000078,P00040442,5,6862
1000079,P00195842,3,7962
1000079,P00148642,6,15943
1000080,P00157542,8,9788
1000080,P00293242,8,9859
1000080,P00064042,3,8248
1000081,P00344242,8,10058
1000082,P00015542,1,8162
1000082,P00001642,8,8045
1000083,P00105142,1,15584
1000083,P00251242,5,8775
1000083,P00183442,1,7996
1000083,P00199442,5,6889
1000083,P00054542,1,11730
1000084,P00034742,5,5315
1000084,P00042242,5,3497
1000084,P00277442,1,11896
1000084,P00163142,6,20595
1000085,P00027142,8,5986
1000086,P00145042,1,19283
1000086,P00053942,1,19442
1000087,P00173342,1,4121
1000087,P00233342,1,3847
1000087,P00036842,1,4528
1000088,P00010842,8,10022
1000088,P00120242,8,7809
1000088,P00313342,5,7019
1000089,P00223942,5,8804
1000089,P00362342,5,1747
1000090,P00027542,8,6122
1000090,P00051442,8,7824
1000090,P00234842,5,8714
1000090,P00029242,8,7786
1000090,P0097842,5,6975
1000090,P00160942,1,15433
1000090,P00136542,5,3667
1000090,P00223242,5,5354
1000090,P00127942,1,11605
1000090,P00248542,8,6078
1000090,P00145842,4,1463
1000090,P00214342,5,2010
1000090,P00161542,2,10009
1000090,P00001942,5,7178
1000091,P00010842,8,6013
1000091,P00220442,5,8858
1000091,P00278642,5,5252
1000091,P00138542,5,8771
1000092,P00317942,8,7884
1000092,P00190042,3,13400
1000092,P00328042,8,2233
1000092,P00370242,5,3545
1000092,P00340642,5,1868
1000092,P00358242,8,5916
1000092,P0096542,3,5780
1000092,P0096942,3,5755
1000092,P00074142,3,3126
1000092,P00273442,12,1387
1000092,P00270042,8,2114
1000092,P00255842,16,16416
1000092,P00223842,2,3460
1000092,P00014842,1,11449
1000092,P00274342,2,6434
1000093,P00199442,5,7038
1000093,P00216342,3,11031
1000093,P00070542,3,13293
1000093,P00112542,1,15895
1000093,P00346142,1,19247
1000093,P00208742,1,8058
1000093,P00248942,1,11754
1000093,P00351142,1,12037
1000093,P00304442,1,15479
1000093,P00014042,1,7836
1000093,P00028442,1,15901
1000093,P00155442,1,11533
1000093,P00133442,1,11601
1000093,P00159842,1,4251
1000093,P00019942,1,8289
1000093,P00366542,5,3612
1000094,P00117042,1,15482
1000095,P00141942,5,3746
1000095,P00003642,8,7857
1000096,P00117942,5,7193
1000096,P00001742,8,5857
1000097,P00209842,5,7040
1000097,P00293742,8,7976
1000097,P00315442,1,11670
1000097,P00297642,8,6150
1000097,P00088542,5,6964
1000097,P00089042,13,940
1000097,P00175742,8,9956
1000097,P00115942,8,7773
1000099,P00317842,8,5935
1000099,P00334242,1,18982
1000099,P00035542,3,10769
1000099,P00129542,8,7821
1000099,P00234842,5,2007
1000100,P00057942,1,11612
1000100,P00037142,1,7824
1000100,P00059442,6,12486
1000101,P00278042,1,19464
1000101,P00154042,1,19027
1000101,P00014042,1,19394
1000101,P00262242,1,15871
1000102,P00010842,8,9941
1000102,P00334242,1,3829
1000102,P00337942,5,7108
1000102,P00274942,8,4102
1000102,P00229342,5,2028
1000102,P00274242,1,8310
1000102,P00084642,13,929
1000103,P00071242,1,15827
1000103,P00050442,1,15233
1000103,P0097342,1,15418
1000103,P00165442,1,15801
1000105,P00269542,11,6073
1000105,P00045542,5,6975
1000105,P00139742,8,4039
1000105,P00332242,1,11476
1000106,P00205442,5,7035
1000106,P00085542,5,8645
1000106,P00112142,1,19703
1000107,P00323742,8,9753
1000107,P00183142,15,17403
1000107,P00344242,8,3921
1000107,P00298242,8,5823
1000107,P00300942,16,12163
1000107,P0097142,12,1058
1000108,P00013942,5,2021
1000109,P00087042,10,19131
1000109,P00087342,5,6863
1000109,P00195642,5,7085
1000110,P00035842,5,6923
1000111,P00036842,1,15351
1000111,P00013942,5,5149
1000112,P00289942,3,13575
1000113,P00351142,1,19697
1000113,P00147342,15,12790
1000114,P00350942,3,10930
1000114,P00176842,12,1735
1000116,P00275842,2,16171
1000116,P00192542,1,15726
1000117,P00351342,1,8337
1000117,P00184142,8,9756
1000117,P00317342,8,8140
1000117,P00217242,1,12009
1000117,P00014542,8,5959
1000117,P00021742,5,8649
1000117,P00358242,8,2018
1000117,P00335442,1,7880
1000117,P0098342,1,19446
1000117,P00079742,1,8300
1000117,P00143642,1,11893
1000117,P00251342,5,5415
1000117,P00232342,11,2967
1000117,P00179042,11,4543
1000117,P00180942,11,1474
1000117,P00265742,5,5417
1000118,P00194542,8,8081
1000118,P00001742,8,9712
1000118,P00127642,1,15909
1000118,P00355142,1,15651
1000118,P00144642,1,15756
1000118,P00201342,1,8012
1000118,P00251942,1,11408
1000118,P00009342,1,15492
1000118,P00345842,2,9569
1000118,P00191442,1,15687
1000118,P00223242,5,5304
1000118,P00120342,5,6923
1000119,P00330642,5,5277
1000119,P00238542,5,7088
1000119,P0094942,4,2122
1000119,P00068042,3,5597
1000119,P00227642,1,15837
1000120,P00005042,6,16128
1000121,P00102042,5,3627
1000121,P00059742,1,19498
1000122,P00142142,1,4530
1000123,P00248142,5,3639
1000123,P00279342,5,5314
1000123,P00267542,1,12111
1000123,P00217742,5,3631
1000123,P00113242,1,19586
1000123,P00000642,1,18971
1000123,P00163342,6,16456
1000123,P00116842,2,13009
1000123,P00036842,1,15635
1000123,P00278042,1,15181
1000123,P00348742,16,16379
1000123,P00061142,8,6187
1000123,P00015942,6,16446
1000123,P00346542,10,14650
1000123,P00188742,8,7810
1000123,P00346942,1,8143
1000123,P00212542,8,4018
1000123,P00007042,1,11971
1000123,P00240242,1,8130
1000124,P00291042,8,7904
1000125,P00244642,11,4497
1000125,P00090542,16,16498
1000125,P00274142,1,19234
1000125,P00266642,1,15253
1000125,P00182142,1,19064
1000125,P00270542,1,11647
1000126,P00087042,10,23233
1000126,P00121642,5,3638
1000127,P00145042,1,19681
1000127,P00086442,8,5886
1000127,P00361842,15,17320
1000127,P00057442,5,5332
1000127,P00078142,8,7890
1000128,P00245642,5,8629
1000129,P00037542,1,15383
1000129,P00049842,1,15641
1000129,P00022942,5,5298
1000129,P00000642,1,15525
1000129,P00183442,1,19406
1000130,P00350442,2,3688
1000130,P00119542,8,2209
1000130,P00025442,1,19706
1000130,P00080342,1,15907
1000130,P00127642,1,19062
1000130,P00127242,1,15244
1000130,P00338542,1,19304
1000130,P00246142,1,19240
1000130,P00317642,1,19559
1000130,P00339542,1,19090
1000130,P00277442,1,15744
1000131,P00170642,5,6886
1000131,P00115442,8,8075
1000131,P00212742,5,8801
1000131,P00209842,5,8734
1000131,P00150742,8,5936
1000131,P00154642,8,5945
1000131,P00109342,5,5418
1000131,P00162642,5,6896
1000131,P00192542,1,7734
1000131,P00017042,8,8127
1000132,P00100842,5,8709
1000132,P00329442,5,8678
1000132,P00303842,5,5463
1000132,P00045842,5,3743
1000132,P00250242,5,8751
1000133,P00012542,5,6954
1000133,P00152442,8,9972
1000133,P00058442,5,7041
1000133,P00303842,5,8779
1000133,P00248342,8,7797
1000134,P00218642,5,3622
1000134,P00125942,1,15783
1000134,P00241542,1,3843
1000134,P00346442,1,3877
1000135,P00295942,2,16241
1000135,P00248942,1,19146
1000135,P00270142,5,3709
1000136,P0099042,5,8850
1000136,P00367142,11,1498
1000136,P00233342,1,4304
1000136,P00118842,5,7031
1000136,P00034842,5,1754
1000136,P00001142,5,3613
1000136,P00008842,1,15563
1000136,P00222142,5,7092
1000136,P00059442,6,16709
1000136,P00189842,3,5596
1000136,P00074142,3,8224
1000136,P00051942,5,6901
1000136,P00013742,5,5289
1000136,P00321742,5,5228
1000137,P00250842,8,8126
1000137,P00198742,1,11446
1000137,P00010742,1,15334
1000137,P00303342,1,15739
1000137,P00004242,1,11809
1000137,P00173942,1,11814
1000137,P00058442,5,6938
1000137,P00124642,16,16828
1000137,P00026042,8,8066
1000138,P00113242,1,19391
1000138,P00081142,6,12146
1000138,P00135742,6,19977
1000139,P00329542,1,7773
1000139,P00249642,3,8314
1000139,P00020142,7,21002
1000139,P00274942,8,9746
1000139,P00110842,1,15239
1000139,P00121342,1,15795
1000139,P00121642,5,8778
1000139,P00159542,10,23595
1000139,P00115142,1,19117
1000139,P00044442,1,15688
1000139,P00227542,13,928
1000139,P00127842,1,15311
1000139,P00241642,1,19621
1000139,P00226742,11,1558
1000140,P00062842,1,3843
1000140,P00084642,13,770
1000142,P00192042,5,5267
1000142,P00002542,8,4072
1000142,P00028842,6,20214
1000142,P00184942,1,12025
1000142,P00025442,1,15212
1000143,P00250242,5,7170
1000143,P00184942,1,19662
1000143,P00284642,5,6951
1000145,P00250342,16,16772
1000145,P00317842,8,5953
1000145,P00214142,8,9756
1000145,P00248342,8,2159
1000146,P00248942,1,15659
1000146,P00188542,5,5247
1000146,P00081142,6,16004
1000146,P00088242,6,12053
1000146,P00223842,2,3489
1000146,P00121042,15,16616
1000146,P00027142,8,7968
1000146,P00114142,8,9932
1000146,P00116742,11,2944
1000146,P00289642,8,8057
1000146,P00118442,1,15347
1000146,P00227742,5,7110
1000146,P00127542,1,3836
1000146,P00010842,8,9885
1000146,P00323942,8,9832
1000146,P00101142,8,7892
1000146,P00203142,16,16813
1000146,P00112342,13,959
1000146,P00129642,5,5381
1000146,P00178642,5,7055
1000146,P00288442,5,6866
1000146,P00274042,1,19177
1000146,P00091842,8,7805
1000146,P00320442,6,8667
1000147,P00184942,1,19474
1000147,P00016042,1,11916
1000147,P00214242,1,7589
1000147,P00110742,1,15308
1000147,P00008542,2,9614
1000147,P00352142,1,15387
1000147,P00150942,6,20585
1000148,P00184942,1,19031
1000148,P00118442,1,15671
1000148,P00317442,1,15289
1000148,P00063342,1,12101
1000148,P00042142,1,15383
1000148,P00047242,1,19608
1000148,P00114542,5,1827
1000148,P00156742,5,1787
1000148,P00119242,18,2318
1000148,P00190742,3,8287
1000148,P00199442,5,8812
1000148,P00193042,5,7114
1000148,P00327842,8,7799
1000148,P00005042,6,8657
1000148,P00057242,5,5375
1000148,P00074442,1,11715
1000148,P00214342,5,7021
1000148,P00036542,4,2141
1000148,P00181842,11,6053
1000148,P00304742,8,5955
1000149,P00109242,6,15969
1000149,P00289342,5,5267
1000149,P00213742,8,6151
1000149,P00293242,8,6018
1000149,P00163842,8,6140
1000149,P00046142,1,19091
1000149,P00028242,6,20538
1000149,P00028542,6,16137
1000149,P00051442,8,10024
1000149,P00100842,5,7047
1000149,P00184442,1,15571
1000149,P00345842,2,16235
1000149,P00323942,8,9993
1000149,P00137542,1,15161
1000149,P00030842,1,7835
1000149,P00150342,8,6188
1000149,P00369742,5,8752
1000149,P00069042,3,10715
1000149,P00277942,1,15210
1000149,P00283942,5,6998
1000149,P00207042,5,7064
1000149,P00350342,1,15165
1000150,P00294542,8,5865
1000150,P00174442,5,8697
1000150,P00033642,5,8798
1000150,P00025442,1,15255
1000150,P00120042,1,15697
1000150,P00086042,8,8009
1000150,P00198142,2,13272
1000150,P00057742,2,16061
1000150,P00101942,8,7995
1000150,P00113342,1,15590
1000151,P00112142,1,12063
1000151,P00062842,1,11653
1000151,P00052642,5,7011
1000151,P00021642,8,6089
1000151,P00007342,8,5844
1000151,P00154742,8,8124
1000151,P00016342,1,11977
1000151,P00141842,5,7179
1000151,P00197442,8,1990
1000151,P00048642,5,5471
1000151,P00000642,1,15678
1000151,P00358742,5,6894
1000151,P00370342,8,7964
1000151,P00138542,5,8707
1000151,P00031442,5,8575
1000151,P00128242,5,7035
1000151,P00221342,1,11493
1000151,P00211142,5,5180
1000151,P00152742,5,7009
1000151,P00211042,5,5205
1000151,P00245642,5,7175
1000151,P00148342,5,7159
1000151,P00085242,8,6129
1000151,P00134342,5,7087
1000152,P00159942,5,8744
1000153,P00031642,5,8588
1000153,P00059442,6,20679
1000153,P00340642,5,8817
1000154,P00214242,1,7821
1000154,P00105142,1,8144
1000154,P00262242,1,15257
1000154,P00307342,8,6139
1000155,P00205642,5,6967
1000155,P00295942,2,6807
1000155,P00053942,1,7944
1000155,P00248142,5,5415
1000155,P00022542,5,1916
1000155,P00323842,2,16208
1000155,P00252442,8,9795
1000156,P00304842,8,9872
1000156,P00002542,8,6010
1000156,P00240142,5,7141
1000157,P00140042,1,15544
1000157,P00028442,1,7762
1000157,P00289042,8,7948
1000157,P00141442,8,6123
1000157,P00345742,1,11475
1000157,P00065342,2,6368
1000157,P00298142,5,6962
1000157,P00177942,5,3522
1000157,P00223242,5,5185
1000157,P00105942,5,5474
1000157,P00111542,2,12920
1000158,P00347242,8,9703
1000158,P00111542,2,13324
1000159,P00277642,2,12828
1000160,P00198042,11,4681
1000160,P00327842,8,5881
1000161,P00086042,8,8108
1000161,P00111542,2,16122
1000161,P00024042,7,20915
1000161,P00313342,5,8689
1000161,P00064942,8,10062
1000161,P00112442,6,16272
1000161,P00205442,5,6875
1000161,P00312942,8,9821
1000161,P00289942,3,13717
1000161,P00304442,1,15378
1000161,P00125742,8,10040
1000161,P00285742,8,8065
1000162,P00004842,3,5711
1000162,P00249142,5,7059
1000162,P00338442,1,11808
1000162,P00351142,1,19091
1000162,P00010242,5,8844
1000163,P00014742,11,1534
1000163,P00079442,8,3923
1000163,P00283942,5,3506
1000163,P00208942,6,4000
1000163,P00028242,6,4597
1000163,P00340642,5,3460
1000163,P00322342,5,3611
1000163,P00309142,1,8305
1000163,P00270942,1,12017
1000163,P00305142,1,11575
1000163,P00019342,1,11374
1000163,P00128042,1,15312
1000163,P00345642,1,8067
1000163,P00229742,1,11635
1000163,P00194642,1,8081
1000163,P00206442,1,3931
1000163,P00149542,1,4145
1000163,P00138242,1,3916
1000163,P00035242,8,4012
1000163,P00135842,5,3759
1000163,P00035742,11,2952
1000163,P00276642,8,4152
1000163,P00019142,11,3068
1000163,P00137642,3,5697
1000165,P00110942,1,11516
1000165,P00005042,6,19928
1000165,P00188442,5,6873
1000165,P00329542,1,15879
1000165,P00346342,1,11400
1000166,P00184942,1,12006
1000166,P00111042,15,16856
1000166,P00046742,1,15470
1000166,P00028842,6,15956
1000166,P00238442,6,19966
1000166,P00270242,8,7786
1000166,P00073842,1,15454
1000166,P00197342,1,7924
1000166,P00318142,2,9752
1000166,P00015542,1,11513
1000166,P00184142,8,8115
1000166,P00034742,5,8843
1000166,P00049642,8,9849
1000166,P00303642,8,9812
1000166,P00071442,15,16651
1000166,P00226442,11,3172
1000166,P00110542,8,9942
1000166,P00014542,8,5966
1000166,P0098542,8,6182
1000166,P00231142,5,5280
1000166,P00031542,5,5346
1000166,P00258742,5,8902
1000169,P00288042,8,7999
1000169,P00119142,3,5423
1000169,P00053842,4,1460
1000169,P00176042,8,6146
1000169,P00116142,10,9732
1000169,P00089442,8,7861
1000169,P00128942,1,15419
1000169,P00085442,12,1434
1000169,P00322042,5,6971
1000169,P00021742,5,7034
1000169,P00136542,5,7013
1000169,P00139942,5,6898
1000169,P00194442,5,5139
1000169,P00100642,5,5429
1000169,P00178442,5,5187
1000169,P00259342,5,8655
1000169,P00251342,5,5432
1000169,P00119742,5,7019
1000169,P00100842,5,6897
1000169,P00279642,7,8466
1000169,P00271142,5,8698
1000169,P00316742,4,2750
1000169,P00285742,8,8015
1000169,P00193542,1,19252
1000169,P00329342,5,5446
1000169,P00048142,1,15800
1000169,P00042942,1,15851
1000169,P00241242,1,15402
1000169,P00250542,4,1454
1000170,P00111142,1,19696
1000170,P00113342,1,15745
